import time: self [us] | cumulative | imported package
import time:       860 |        860 |                       xml.dom.minicompat
import time:       642 |        642 |                         xml.dom.NodeFilter
import time:      2134 |       2776 |                       xml.dom.xmlbuilder
import time:      6238 |      13415 |                     xml.dom.minidom
import time:      2724 |      16139 |                   prompt_toolkit.formatted_text.html
import time:      1009 |       1009 |                   prompt_toolkit.formatted_text.pygments
import time:      1923 |       1923 |                   prompt_toolkit.formatted_text.utils
import time:       838 |      85378 |                 prompt_toolkit.formatted_text
import time:      2334 |      87711 |               prompt_toolkit.completion.base
import time:       880 |        880 |               prompt_toolkit.completion.deduplicate
import time:      1489 |       1489 |               prompt_toolkit.completion.filesystem
import time:      1252 |       1252 |                 prompt_toolkit.completion.word_completer
import time:      1916 |       3168 |               prompt_toolkit.completion.fuzzy_completer
import time:      1533 |       1533 |               prompt_toolkit.completion.nested
import time:      2674 |      97454 |             prompt_toolkit.completion
import time:      3034 |       3034 |             prompt_toolkit.history
import time:      2793 |       2793 |             prompt_toolkit.search
import time:      2452 |       2452 |             prompt_toolkit.validation
import time:      3374 |     141948 |           prompt_toolkit.buffer
import time:      2929 |       2929 |               prompt_toolkit.input.base
import time:       799 |        799 |               prompt_toolkit.input.defaults
import time:      1568 |       5295 |             prompt_toolkit.input
import time:        53 |       5347 |           prompt_toolkit.input.base
import time:       807 |        807 |           prompt_toolkit.input.typeahead
import time:       683 |        683 |             prompt_toolkit.key_binding.bindings
import time:       720 |        720 |             prompt_toolkit.key_binding.bindings.scroll
import time:       898 |       2300 |           prompt_toolkit.key_binding.bindings.page_navigation
import time:      1147 |       1147 |                           prompt_toolkit.lexers.base
import time:      1328 |       1328 |                           prompt_toolkit.lexers.pygments
import time:       707 |       3181 |                         prompt_toolkit.lexers
import time:      1945 |       1945 |                           prompt_toolkit.layout.utils
import time:      2061 |       4006 |                         prompt_toolkit.layout.processors
import time:      4431 |      11617 |                       prompt_toolkit.layout.controls
import time:       758 |        758 |                       prompt_toolkit.layout.dimension
import time:      4902 |       4902 |                       prompt_toolkit.layout.margins
import time:      1212 |       1212 |                       prompt_toolkit.layout.mouse_handlers
import time:      2284 |       2284 |                       prompt_toolkit.layout.screen
import time:      6786 |      27555 |                     prompt_toolkit.layout.containers
import time:      2731 |       2731 |                     prompt_toolkit.layout.layout
